Sector_score,Score_A,Score_MV,PROB,Prob,Inherent_Risk,CONTROL_RISK,Audit_Risk,Risk
1.99,0.2,0.2,0.2,0.2,1.59,0.4,0.318,0
1.99,0.4,0.6,0.2,0.2,107.448,0.4,21.4896,1
1.99,0.2,0.6,0.2,0.2,9.61,0.4,1.922,1
1.99,0.4,0.2,0.2,0.2,2.062,0.4,0.4124,0
1.99,0.4,0.2,0.2,0.2,1.96,0.4,0.392,0
1.99,0.4,0.6,0.2,0.2,26.948,0.4,5.3896,1
1.99,0.2,0.2,0.2,0.2,1.49,0.4,0.298,0
1.99,0.2,0.2,0.2,0.2,1.52,0.4,0.304,0
1.99,0.2,0.2,0.2,0.2,1.57,0.4,0.314,0
1.99,0.4,0.6,0.2,0.2,19.732,0.4,3.9464,1
1.99,0.4,0.2,0.2,0.2,1.914,0.4,0.3828,0
1.99,0.4,0.2,0.2,0.2,1.858,0.4,0.3716,0
1.99,0.4,0.2,0.2,0.2,2.418,0.8,0.9672,0
1.99,0.2,0.2,0.2,0.2,1.954,0.8,0.7816,0
1.99,0.2,0.2,0.2,0.2,1.912,0.8,0.7648,0
1.99,0.4,0.6,0.2,0.2,53.606,0.8,21.4424,1
1.99,0.2,0.2,0.2,0.2,1.896,0.8,0.7584,0
1.99,0.4,0.2,0.2,0.2,1.984,0.4,0.3968,0
1.99,0.4,0.6,0.2,0.2,8.436,0.4,1.6872,1
1.99,0.4,0.2,0.2,0.2,2.044,0.4,0.4088,0
1.99,0.2,0.2,0.2,0.2,1.4,0.4,0.28,0
1.85,0.6,0.6,0.2,0.2,118.85,0.4,23.77,1
1.85,0.6,0.2,0.2,0.2,3.644,0.4,0.7288,0
1.85,0.6,0.2,0.4,0.2,7.054,0.8,2.8216,1
1.85,0.2,0.2,0.2,0.2,2.378,0.4,0.4756,0
1.85,0.2,0.2,0.2,0.2,2.536,0.8,1.0144,1
1.85,0.6,0.2,0.2,0.2,10.58,0.8,4.232,1
1.85,0.6,0.2,0.2,0.2,3.79,0.8,1.516,1
1.85,0.6,0.2,0.2,0.2,6.72,0.8,2.688,1
1.85,0.2,0.2,0.2,0.2,1.4,0.4,0.28,0
1.85,0.2,0.2,0.4,0.2,2.816,1.6,2.2528,1
1.85,0.2,0.6,0.2,0.2,8.118,0.8,3.2472,1
1.85,0.6,0.2,0.2,0.2,9.538,0.4,1.9076,1
1.85,0.6,0.2,0.2,0.2,8.172,1.2,4.9032,1
1.85,0.2,0.2,0.2,0.2,1.452,0.4,0.2904,0
1.85,0.6,0.2,0.2,0.2,3.24,0.4,0.648,0
1.85,0.2,0.2,0.2,0.2,44.814,0.4,8.9628,1
1.85,0.6,0.2,0.2,0.2,3.206,0.4,0.6412,0
1.85,0.6,0.2,0.2,0.2,2.888,0.4,0.5776,0
1.85,0.6,0.2,0.2,0.2,7.482,0.4,1.4964,1
1.85,0.6,0.2,0.2,0.2,4.498,0.4,0.8996,0
1.85,0.6,0.2,0.2,0.2,3.05,0.4,0.61,0
1.85,0.6,0.2,0.2,0.2,5.788,0.4,1.1576,1
1.85,0.2,0.2,0.2,0.2,1.674,0.4,0.3348,0
1.85,0.6,0.2,0.2,0.2,15.208,1.2,9.1248,1
1.85,0.2,0.2,0.4,0.2,3.436,2.4,4.1232,1
1.85,0.6,0.2,0.4,0.2,7.088,2.4,8.5056,1
1.85,0.6,0.2,0.2,0.2,4.782,1.2,2.8692,1
1.85,0.6,0.6,0.2,0.2,15.578,1.2,9.3468,1
1.85,0.6,0.2,0.2,0.2,5.81,1.2,3.486,1
1.85,0.4,0.2,0.2,0.2,2.97,1.2,1.782,1
1.85,0.6,0.2,0.2,0.2,4.136,1.2,2.4816,1
1.85,0.2,0.2,0.4,0.2,3.408,2.4,4.0896,1
1.85,0.6,0.2,0.2,0.2,3.638,0.4,0.7276,0
1.85,0.2,0.2,0.2,0.4,2.118,0.8,0.8472,0
1.85,0.6,0.2,0.2,0.2,6.494,0.4,1.2988,1
1.85,0.6,0.2,0.2,0.2,8.016,0.4,1.6032,1
1.85,0.6,0.2,0.2,0.2,7.688,0.4,1.5376,1
1.85,0.2,0.2,0.2,0.2,1.74,0.4,0.348,0
1.85,0.6,0.2,0.2,0.2,3.164,0.4,0.6328,0
1.85,0.2,0.2,0.2,0.2,2.062,0.4,0.4124,0
1.85,0.2,0.2,0.2,0.2,2.076,0.4,0.4152,0
1.85,0.6,0.2,0.2,0.2,3.432,0.4,0.6864,0
1.85,0.6,0.2,0.2,0.2,7.296,0.4,1.4592,1
1.85,0.6,0.2,0.2,0.2,4.636,0.4,0.9272,0
1.85,0.6,0.2,0.2,0.2,6.074,0.4,1.2148,1
1.85,0.4,0.2,0.2,0.2,2.072,0.4,0.4144,0
1.85,0.6,0.2,0.2,0.2,3.168,0.4,0.6336,0
1.85,0.2,0.2,0.2,0.2,1.762,0.4,0.3524,0
1.85,0.2,0.2,0.2,0.2,1.944,0.4,0.3888,0
1.85,0.6,0.2,0.2,0.2,6.434,0.4,1.2868,1
1.85,0.4,0.2,0.2,0.2,2.396,0.4,0.4792,0
1.85,0.6,0.2,0.2,0.2,2.95,0.4,0.59,0
1.85,0.6,0.2,0.2,0.2,2.908,0.4,0.5816,0
1.85,0.4,0.2,0.2,0.2,2.612,0.4,0.5224,0
1.85,0.6,0.2,0.2,0.2,3.754,0.4,0.7508,0
1.85,0.6,0.2,0.2,0.2,3.754,0.4,0.7508,0
1.85,0.6,0.2,0.2,0.2,8.836,0.4,1.7672,1
1.85,0.6,0.2,0.2,0.2,4.522,0.4,0.9044,0
1.85,0.6,0.2,0.2,0.2,6.99,0.4,1.398,1
1.85,0.2,0.2,0.2,0.2,2.318,0.4,0.4636,0
1.85,0.6,0.2,0.2,0.2,5.808,0.4,1.1616,1
1.85,0.2,0.2,0.2,0.2,2.082,0.4,0.4164,0
1.85,0.6,0.2,0.2,0.2,4.52,0.4,0.904,0
1.85,0.4,0.2,0.2,0.2,2.686,1.2,1.6116,1
1.85,0.2,0.2,0.2,0.2,2.238,1.2,1.3428,1
1.85,0.2,0.2,0.2,0.2,1.564,0.4,0.3128,0
1.85,0.2,0.2,0.2,0.2,2.266,0.4,0.4532,0
1.85,0.6,0.2,0.2,0.2,4.226,1.2,2.5356,1
1.85,0.2,0.2,0.2,0.2,2.406,1.2,1.4436,1
1.85,0.6,0.2,0.2,0.2,4.508,0.4,0.9016,0
1.85,0.6,0.2,0.2,0.2,5.786,0.4,1.1572,1
1.85,0.4,0.2,0.2,0.2,3.408,0.4,0.6816,0
1.85,0.6,0.2,0.2,0.2,3.506,0.4,0.7012,0
1.85,0.2,0.2,0.2,0.2,2.018,0.4,0.4036,0
1.85,0.6,0.2,0.2,0.2,4.184,0.4,0.8368,0
1.85,0.6,0.2,0.4,0.2,8.19,0.8,3.276,1
1.85,0.2,0.2,0.2,0.2,1.998,0.8,0.7992,0
1.85,0.2,0.2,0.2,0.2,1.456,0.4,0.2912,0
1.85,0.6,0.2,0.2,0.2,51.046,1.2,30.6276,1
1.85,0.4,0.2,0.2,0.2,2.118,0.4,0.4236,0
1.85,0.2,0.2,0.2,0.2,1.562,0.4,0.3124,0
1.85,0.2,0.2,0.2,0.2,1.584,0.4,0.3168,0
1.85,0.2,0.2,0.2,0.2,2.214,0.4,0.4428,0
1.85,0.4,0.2,0.2,0.2,1.898,0.4,0.3796,0
1.85,0.2,0.2,0.2,0.2,1.8,0.8,0.72,0
1.85,0.2,0.2,0.2,0.2,1.84,0.8,0.736,0
1.85,0.2,0.2,0.2,0.2,2.2,1.2,1.32,1
1.85,0.2,0.2,0.2,0.2,2.42,1.2,1.452,1
1.85,0.2,0.2,0.2,0.2,1.442,0.4,0.2884,0
1.85,0.6,0.2,0.2,0.2,2.776,0.4,0.5552,0
1.85,0.6,0.2,0.2,0.2,3.42,0.4,0.684,0
1.85,0.6,0.2,0.2,0.2,2.912,0.4,0.5824,0
1.85,0.6,0.2,0.2,0.2,9.884,0.4,1.9768,1
2.36,0.4,0.6,0.4,0.6,62.424,4.8,149.8176,1
2.37,0.4,0.6,0.2,0.2,20.396,1.2,12.2376,1
2.37,0.6,0.6,0.2,0.6,74.868,3.6,134.7624,1
2.37,0.2,0.2,0.2,0.2,2.452,1.2,1.4712,1
2.37,0.2,0.2,0.2,0.2,2.338,1.2,1.4028,1
2.34,0.6,0.6,0.2,0.4,56.546,1.6,45.2368,1
2.34,0.2,0.2,0.2,0.2,1.4,0.4,0.28,0
15.56,0.6,0.6,0.2,0.4,255.976,1.6,204.7808,1
15.56,0.6,0.6,0.2,0.2,104.976,1.2,62.9856,1
15.56,0.2,0.6,0.2,0.2,16.582,1.2,9.9492,1
17.68,0.6,0.6,0.2,0.2,58.216,1.2,34.9296,1
21.61,0.6,0.6,0.2,0.2,15.09,0.8,6.036,1
21.61,0.2,0.2,0.2,0.2,2.156,0.4,0.4312,0
21.61,0.2,0.2,0.2,0.2,1.988,0.4,0.3976,0
21.61,0.2,0.2,0.2,0.2,1.684,0.4,0.3368,0
21.61,0.2,0.2,0.2,0.2,1.526,0.4,0.3052,0
21.61,0.2,0.2,0.2,0.2,1.466,0.4,0.2932,0
21.61,0.2,0.2,0.2,0.2,1.488,0.4,0.2976,0
21.61,0.2,0.2,0.2,0.2,1.622,0.4,0.3244,0
21.61,0.2,0.2,0.2,0.2,1.632,0.4,0.3264,0
21.61,0.2,0.2,0.2,0.2,1.784,0.4,0.3568,0
21.61,0.2,0.2,0.2,0.2,1.518,0.4,0.3036,0
21.61,0.6,0.2,0.2,0.2,53.624,1.2,32.1744,1
21.61,0.2,0.2,0.2,0.2,2.01,0.4,0.402,0
21.61,0.2,0.2,0.2,0.2,1.756,0.4,0.3512,0
21.61,0.2,0.2,0.2,0.2,1.546,0.4,0.3092,0
21.61,0.2,0.2,0.2,0.2,1.7,0.4,0.34,0
21.61,0.2,0.2,0.2,0.2,1.656,0.4,0.3312,0
21.61,0.2,0.2,0.2,0.2,1.648,0.4,0.3296,0
21.61,0.2,0.2,0.2,0.2,1.708,0.4,0.3416,0
21.61,0.2,0.2,0.2,0.2,1.494,0.4,0.2988,0
21.61,0.2,0.2,0.2,0.2,1.682,0.4,0.3364,0
21.61,0.2,0.2,0.2,0.2,2.052,0.4,0.4104,0
21.61,0.2,0.2,0.2,0.2,1.464,0.4,0.2928,0
21.61,0.2,0.2,0.2,0.2,1.656,0.4,0.3312,0
21.61,0.2,0.2,0.2,0.2,1.78,0.4,0.356,0
21.61,0.2,0.2,0.2,0.2,1.728,0.4,0.3456,0
21.61,0.2,0.2,0.2,0.2,1.566,0.4,0.3132,0
21.61,0.2,0.2,0.2,0.2,1.4,0.4,0.28,0
21.61,0.2,0.2,0.2,0.2,1.524,0.4,0.3048,0
21.61,0.2,0.2,0.2,0.2,1.686,0.4,0.3372,0
21.61,0.2,0.2,0.2,0.2,1.486,0.4,0.2972,0
21.61,0.2,0.2,0.2,0.2,1.762,0.4,0.3524,0
21.61,0.2,0.2,0.2,0.2,2.004,0.4,0.4008,0
21.61,0.2,0.2,0.2,0.2,1.64,0.4,0.328,0
21.61,0.2,0.2,0.2,0.2,1.638,0.4,0.3276,0
21.61,0.2,0.2,0.2,0.2,1.484,0.4,0.2968,0
21.61,0.2,0.2,0.2,0.2,1.524,0.4,0.3048,0
21.61,0.2,0.2,0.2,0.2,1.522,0.4,0.3044,0
21.61,0.2,0.2,0.2,0.2,1.536,0.4,0.3072,0
21.61,0.2,0.2,0.2,0.2,1.406,0.4,0.2812,0
59.85,0.4,0.6,0.2,0.4,16.57,1.6,13.256,1
59.85,0.2,0.2,0.2,0.2,1.458,0.4,0.2916,0
59.85,0.2,0.2,0.2,0.2,2.06,0.4,0.412,0
59.85,0.2,0.6,0.2,0.2,11.108,0.4,2.2216,1
59.85,0.2,0.2,0.2,0.2,1.688,0.4,0.3376,0
59.85,0.2,0.2,0.2,0.2,1.738,0.4,0.3476,0
59.85,0.2,0.2,0.2,0.2,1.438,0.4,0.2876,0
59.85,0.2,0.2,0.2,0.2,1.54,0.4,0.308,0
59.85,0.2,0.2,0.2,0.2,1.536,0.4,0.3072,0
59.85,0.2,0.2,0.2,0.2,1.586,0.4,0.3172,0
59.85,0.2,0.2,0.2,0.2,1.65,0.4,0.33,0
59.85,0.2,0.2,0.4,0.2,2.04,0.8,0.816,0
59.85,0.2,0.2,0.2,0.2,1.63,0.4,0.326,0
59.85,0.2,0.2,0.2,0.2,1.972,0.4,0.3944,0
59.85,0.2,0.2,0.2,0.2,1.716,0.4,0.3432,0
59.85,0.2,0.2,0.2,0.2,1.878,0.4,0.3756,0
59.85,0.2,0.6,0.2,0.2,7.654,0.4,1.5308,1
59.85,0.2,0.2,0.2,0.2,2.06,0.8,0.824,0
59.85,0.2,0.2,0.2,0.2,1.462,0.4,0.2924,0
59.85,0.2,0.2,0.2,0.2,1.44,0.4,0.288,0
59.85,0.2,0.2,0.2,0.2,1.4,0.4,0.28,0
59.85,0.2,0.2,0.2,0.2,1.522,0.4,0.3044,0
59.85,0.2,0.2,0.2,0.2,1.43,0.4,0.286,0
59.85,0.2,0.2,0.2,0.2,1.496,0.4,0.2992,0
59.85,0.2,0.2,0.2,0.2,1.412,0.4,0.2824,0
59.85,0.2,0.2,0.2,0.2,1.46,0.4,0.292,0
59.85,0.2,0.2,0.2,0.2,1.466,0.4,0.2932,0
59.85,0.2,0.2,0.2,0.2,1.496,0.4,0.2992,0
59.85,0.2,0.2,0.2,0.2,1.99,0.8,0.796,0
59.85,0.2,0.2,0.2,0.2,1.908,0.8,0.7632,0
59.85,0.2,0.2,0.2,0.2,1.884,0.8,0.7536,0
59.85,0.2,0.2,0.2,0.2,1.452,0.4,0.2904,0
59.85,0.2,0.2,0.2,0.2,1.444,0.4,0.2888,0
55.57,0.2,0.2,0.2,0.2,2.746,0.4,0.5492,0
55.57,0.2,0.2,0.2,0.2,2.264,0.4,0.4528,0
55.57,0.6,0.2,0.2,0.2,7.148,0.4,1.4296,1
55.57,0.2,0.2,0.2,0.2,1.608,0.4,0.3216,0
55.57,0.4,0.2,0.2,0.2,6.762,0.8,2.7048,1
55.57,0.2,0.2,0.2,0.2,2.134,0.8,0.8536,0
55.57,0.2,0.6,0.2,0.2,54.43,1.2,32.658,1
55.57,0.6,0.4,0.2,0.2,74.282,1.2,44.5692,1
55.57,0.6,0.6,0.2,0.6,185.008,2.4,222.0096,1
55.57,0.4,0.2,0.2,0.2,2.078,0.4,0.4156,0
55.57,0.2,0.2,0.2,0.2,1.504,0.4,0.3008,0
55.57,0.2,0.2,0.2,0.2,1.578,0.4,0.3156,0
55.57,0.4,0.2,0.2,0.2,2.084,0.4,0.4168,0
55.57,0.2,0.2,0.2,0.2,1.404,0.4,0.2808,0
55.57,0.6,0.4,0.2,0.4,9.23,0.8,3.692,1
55.57,0.2,0.2,0.2,0.2,2.124,0.4,0.4248,0
55.57,0.2,0.2,0.2,0.2,2.218,0.4,0.4436,0
55.57,0.6,0.2,0.2,0.2,6.334,0.4,1.2668,1
55.57,0.4,0.2,0.2,0.2,4.85,0.4,0.97,0
55.57,0.2,0.2,0.2,0.2,1.4,0.4,0.28,0
55.57,0.6,0.2,0.2,0.2,6.174,0.4,1.2348,1
55.57,0.2,0.2,0.2,0.2,1.706,0.4,0.3412,0
55.57,0.2,0.2,0.2,0.2,1.494,0.4,0.2988,0
55.57,0.6,0.2,0.2,0.2,5.71,0.4,1.142,1
55.57,0.4,0.4,0.2,0.2,5.136,0.4,1.0272,1
55.57,0.2,0.2,0.2,0.2,1.612,0.4,0.3224,0
55.57,0.4,0.2,0.2,0.2,4.058,1.2,2.4348,1
55.57,0.2,0.2,0.2,0.2,2.2,1.2,1.32,1
55.57,0.2,0.2,0.2,0.2,2.64412,1.2,1.586472,1
55.57,0.4,0.2,0.2,0.2,3.45,0.4,0.69,0
55.57,0.4,0.2,0.2,0.2,3.144,0.4,0.6288,0
55.57,0.6,0.4,0.2,0.2,7.494,0.4,1.4988,1
55.57,0.2,0.2,0.2,0.2,1.7,0.4,0.34,0
55.57,0.4,0.2,0.2,0.2,4.738,0.4,0.9476,0
55.57,0.4,0.2,0.2,0.2,4.966,0.4,0.9932,0
55.57,0.6,0.4,0.2,0.2,8.396,0.4,1.6792,1
55.57,0.2,0.2,0.2,0.2,1.642,0.4,0.3284,0
55.57,0.4,0.2,0.2,0.2,5.592,0.4,1.1184,1
55.57,0.2,0.2,0.2,0.2,1.568,0.4,0.3136,0
55.57,0.2,0.2,0.2,0.2,1.422,0.4,0.2844,0
55.57,0.2,0.2,0.2,0.2,1.498,0.4,0.2996,0
55.57,0.2,0.2,0.2,0.2,1.482,0.4,0.2964,0
55.57,0.2,0.2,0.2,0.2,1.512,0.4,0.3024,0
55.57,0.2,0.2,0.2,0.2,1.594,0.4,0.3188,0
55.57,0.2,0.2,0.2,0.2,1.5,0.4,0.3,0
55.57,0.2,0.2,0.2,0.2,1.574,0.4,0.3148,0
55.57,0.2,0.2,0.2,0.2,1.406,0.4,0.2812,0
55.57,0.2,0.2,0.2,0.2,1.434,0.4,0.2868,0
55.57,0.2,0.2,0.2,0.2,1.968,0.8,0.7872,0
55.57,0.2,0.2,0.2,0.2,4.366,0.4,0.8732,0
55.57,0.2,0.2,0.2,0.2,2.214,0.8,0.8856,0
55.57,0.2,0.4,0.2,0.2,10.624,0.8,4.2496,1
55.57,0.2,0.2,0.2,0.2,1.8,0.8,0.72,0
55.57,0.2,0.2,0.2,0.2,1.936,0.8,0.7744,0
55.57,0.2,0.2,0.2,0.2,1.998,0.8,0.7992,0
55.57,0.2,0.2,0.2,0.2,1.858,0.8,0.7432,0
55.57,0.4,0.2,0.2,0.2,2.48,0.8,0.992,0
55.57,0.4,0.2,0.2,0.2,3.522,0.8,1.4088,1
55.57,0.2,0.2,0.2,0.2,2.348,1.2,1.4088,1
55.57,0.2,0.2,0.2,0.2,2.046,0.4,0.4092,0
55.57,0.2,0.2,0.2,0.2,1.578,0.4,0.3156,0
55.57,0.2,0.2,0.2,0.2,1.92,0.4,0.384,0
55.57,0.2,0.2,0.2,0.2,1.546,0.4,0.3092,0
55.57,0.2,0.2,0.2,0.2,1.506,0.4,0.3012,0
55.57,0.2,0.2,0.4,0.2,1.864,0.8,0.7456,0
55.57,0.2,0.2,0.2,0.2,1.442,0.4,0.2884,0
55.57,0.4,0.2,0.2,0.2,2.052,0.4,0.4104,0
55.57,0.2,0.2,0.2,0.2,1.56,0.4,0.312,0
55.57,0.2,0.2,0.2,0.2,1.566,0.4,0.3132,0
55.57,0.2,0.2,0.2,0.2,2.038,0.4,0.4076,0
55.57,0.2,0.2,0.2,0.2,1.542,0.4,0.3084,0
55.57,0.2,0.2,0.2,0.2,1.43,0.4,0.286,0
55.57,0.4,0.2,0.2,0.2,1.904,0.4,0.3808,0
55.57,0.2,0.2,0.2,0.2,1.402,0.4,0.2804,0
55.57,0.2,0.2,0.2,0.2,1.418,0.4,0.2836,0
55.57,0.2,0.2,0.2,0.2,1.508,0.4,0.3016,0
55.57,0.2,0.2,0.2,0.2,1.502,0.4,0.3004,0
55.57,0.4,0.2,0.2,0.2,1.84,0.4,0.368,0
55.57,0.4,0.2,0.2,0.2,2.256,0.8,0.9024,0
55.57,0.6,0.2,0.2,0.2,2.78,0.4,0.556,0
55.57,0.4,0.6,0.2,0.2,55.142,0.4,11.0284,1
55.57,0.4,0.2,0.2,0.2,1.996,0.4,0.3992,0
55.57,0.2,0.2,0.2,0.2,1.448,0.4,0.2896,0
55.57,0.2,0.2,0.2,0.2,1.484,0.4,0.2968,0
55.57,0.4,0.2,0.2,0.2,1.86,0.4,0.372,0
55.57,0.4,0.2,0.2,0.2,1.956,0.4,0.3912,0
55.57,0.2,0.2,0.2,0.2,1.414,0.4,0.2828,0
55.57,0.2,0.2,0.2,0.2,1.578,0.4,0.3156,0
55.57,0.2,0.2,0.2,0.2,1.706,0.4,0.3412,0
55.57,0.2,0.2,0.2,0.2,2.096,0.4,0.4192,0
55.57,0.4,0.2,0.2,0.2,1.956,0.4,0.3912,0
55.57,0.2,0.2,0.2,0.2,1.584,0.4,0.3168,0
55.57,0.2,0.2,0.2,0.2,1.45242,0.4,0.290484,0
55.57,0.2,0.2,0.2,0.2,1.556,0.4,0.3112,0
55.57,0.2,0.2,0.2,0.2,1.596,0.4,0.3192,0
55.57,0.2,0.2,0.2,0.2,1.45434,0.4,0.290868,0
55.57,0.2,0.2,0.2,0.2,1.504,0.4,0.3008,0
55.57,0.2,0.2,0.2,0.2,1.69,0.4,0.338,0
55.57,0.2,0.2,0.2,0.2,3.316,0.4,0.6632,0
55.57,0.2,0.2,0.2,0.2,8.408,0.4,1.6816,1
55.57,0.2,0.2,0.2,0.2,1.522,0.4,0.3044,0
55.57,0.2,0.2,0.2,0.2,1.734,0.4,0.3468,0
55.57,0.2,0.2,0.2,0.2,2.114,0.4,0.4228,0
55.57,0.4,0.2,0.2,0.2,1.832,0.4,0.3664,0
55.57,0.2,0.2,0.2,0.2,1.54,0.4,0.308,0
55.57,0.4,0.2,0.2,0.2,1.944,0.4,0.3888,0
55.57,0.2,0.2,0.2,0.2,4.544,0.4,0.9088,0
55.57,0.2,0.2,0.2,0.2,1.498,0.4,0.2996,0
55.57,0.2,0.2,0.2,0.2,1.46626,0.4,0.293252,0
55.57,0.4,0.2,0.2,0.2,2.024,0.4,0.4048,0
55.57,0.2,0.2,0.2,0.2,1.52,0.4,0.304,0
55.57,0.2,0.2,0.2,0.2,1.552,0.4,0.3104,0
55.57,0.2,0.2,0.2,0.2,3.206,0.4,0.6412,0
55.57,0.2,0.2,0.2,0.2,1.568,0.4,0.3136,0
55.57,0.2,0.2,0.2,0.2,1.562,0.4,0.3124,0
55.57,0.2,0.2,0.2,0.2,1.564,0.4,0.3128,0
55.57,0.2,0.2,0.2,0.2,1.46418,0.4,0.292836,0
55.57,0.4,0.2,0.2,0.2,2.93,1.2,1.758,1
55.57,0.2,0.2,0.2,0.2,1.426,0.4,0.2852,0
55.57,0.2,0.2,0.2,0.2,2.514,0.4,0.5028,0
55.57,0.4,0.2,0.2,0.2,1.824,0.4,0.3648,0
55.57,0.2,0.2,0.2,0.2,1.592,0.4,0.3184,0
55.57,0.2,0.2,0.2,0.2,6.58,0.4,1.316,1
55.57,0.4,0.2,0.2,0.2,2.04,0.4,0.408,0
55.57,0.2,0.2,0.2,0.2,1.46046,0.4,0.292092,0
55.57,0.2,0.2,0.2,0.2,1.67,0.4,0.334,0
55.57,0.4,0.2,0.2,0.2,1.876,0.4,0.3752,0
55.57,0.2,0.2,0.2,0.2,1.916,0.4,0.3832,0
55.57,0.2,0.2,0.2,0.2,3.28,0.4,0.656,0
55.57,0.2,0.2,0.2,0.2,1.594,0.4,0.3188,0
55.57,0.2,0.2,0.2,0.2,2.028,0.4,0.4056,0
55.57,0.2,0.2,0.2,0.2,1.44,0.4,0.288,0
55.57,0.4,0.2,0.2,0.2,1.972,0.4,0.3944,0
55.57,0.2,0.2,0.2,0.2,1.4805,0.4,0.2961,0
55.57,0.2,0.2,0.2,0.2,2.05,0.4,0.41,0
55.57,0.2,0.2,0.2,0.2,1.59,0.4,0.318,0
55.57,0.4,0.2,0.2,0.2,1.848,0.4,0.3696,0
55.57,0.4,0.2,0.2,0.2,1.912,0.4,0.3824,0
55.57,0.2,0.2,0.2,0.2,1.864,0.4,0.3728,0
55.57,0.2,0.2,0.2,0.2,1.42,0.4,0.284,0
55.57,0.4,0.6,0.2,0.2,12.118,0.4,2.4236,1
55.57,0.2,0.2,0.2,0.2,1.45034,0.4,0.290068,0
55.57,0.2,0.2,0.2,0.2,1.4623,0.4,0.29246,0
55.57,0.4,0.2,0.2,0.2,1.836,0.4,0.3672,0
55.57,0.4,0.2,0.2,0.2,1.916,0.4,0.3832,0
55.57,0.2,0.2,0.2,0.2,1.576,0.4,0.3152,0
55.57,0.2,0.2,0.2,0.2,1.66,0.4,0.332,0
55.57,0.4,0.2,0.2,0.2,1.828,0.4,0.3656,0
55.57,0.2,0.2,0.2,0.2,3.318,0.4,0.6636,0
55.57,0.2,0.2,0.2,0.2,1.608,0.4,0.3216,0
55.57,0.2,0.2,0.2,0.2,1.698,0.4,0.3396,0
55.57,0.2,0.2,0.2,0.2,2.024,0.4,0.4048,0
55.57,0.2,0.2,0.2,0.2,1.518,0.4,0.3036,0
55.57,0.2,0.2,0.2,0.2,1.404,0.4,0.2808,0
55.57,0.4,0.2,0.2,0.2,4.68,0.4,0.936,0
55.57,0.2,0.2,0.2,0.2,3.38,0.4,0.676,0
55.57,0.2,0.2,0.2,0.2,1.674,0.4,0.3348,0
55.57,0.2,0.2,0.2,0.2,1.622,0.4,0.3244,0
55.57,0.2,0.2,0.2,0.2,1.594,0.4,0.3188,0
55.57,0.2,0.2,0.2,0.2,1.62,0.4,0.324,0
55.57,0.2,0.2,0.2,0.2,1.64,0.4,0.328,0
55.57,0.2,0.2,0.2,0.2,1.568,0.4,0.3136,0
55.57,0.2,0.2,0.2,0.2,1.456,0.4,0.2912,0
55.57,0.2,0.2,0.2,0.2,1.464,0.4,0.2928,0
